season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,windspeed,leaflets,price reduction,cnt
2.0,0,6,0,0,1,1,24.8,0.587133,0.1611180865698955,991,0,5312
4.0,1,11,0,6,1,2,12.8667,0.324492,0.11439151355659112,601,0,5445
1.0,1,1,0,1,1,1,6.0,0.126275,0.1983211799147661,549,0,2236
2.0,1,4,1,0,0,1,26.5667,0.614925,0.17295301448685543,740,0,6370
1.0,1,3,0,1,0,2,20.5667,0.505046,0.08915995881041588,773,1,7836
3.0,0,9,0,4,1,1,26.9333,0.6269,0.12209728256086509,761,0,4785
1.0,1,2,0,1,1,1,13.7333,0.3516289999999999,0.1410309492536898,877,1,4154
4.0,1,10,0,2,1,2,26.3,0.607975,0.09351267756359834,479,0,7328
1.0,0,10,0,5,0,2,16.4,0.412863,0.17557042809438714,628,0,2429
2.0,0,5,0,6,1,1,21.3,0.525246,0.1265945268164214,838,0,4362
3.0,0,6,0,0,1,1,28.9667,0.656583,0.1482640028519002,779,0,4991
3.0,0,8,0,5,1,1,30.8667,0.703292,0.1164375286402004,533,0,4266
2.0,1,6,0,0,0,1,25.2667,0.594708,0.12176467550417841,932,0,7702
3.0,1,8,0,3,0,1,28.0333,0.644579,0.09660352923206991,513,0,6544
3.0,0,8,0,6,1,1,31.0,0.724121,0.11335769069240303,464,0,4602
1.0,0,9,0,2,1,2,25.9667,0.589042,0.08915738155904653,495,1,4630
1.0,1,2,0,5,1,1,11.513,0.295113,0.1409716751900212,587,0,3777
1.0,0,1,0,6,0,1,8.6609,0.250322,0.0637795577467816,548,0,1096
3.0,1,7,0,2,1,1,31.7333,0.745583,0.10556374932846155,977,0,5713
3.0,1,8,0,0,1,1,28.7667,0.654688,0.10808637393116034,755,0,7605
2.0,0,5,0,5,0,2,22.5,0.536,0.11438709600182816,1024,0,4553
1.0,1,2,0,6,1,2,13.7739,0.34847,0.12817277046188405,629,0,1834
3.0,0,8,0,5,1,1,26.6333,0.616167,0.1424512316325611,815,0,4338
2.0,1,5,0,0,1,1,25.4667,0.595975,0.09660352923206991,588,0,7424
2.0,1,6,0,5,1,1,24.1,0.569442,0.11678205802034304,537,0,7494
3.0,0,7,0,4,1,1,30.0,0.686871,0.11778454459068251,723,0,4592
1.0,0,1,0,6,0,1,5.5333,0.116175,0.19728483938449826,836,0,822
1.0,1,1,0,4,1,1,10.9667,0.249362,0.20170354479871802,911,0,3214
1.0,1,12,0,6,0,1,10.6333,0.236113,0.20918783788774364,572,0,1749
1.0,0,1,0,1,1,1,8.0,0.2121219999999999,0.11837535182900494,734,0,1562
1.0,1,7,0,1,1,2,28.8333,0.664796,0.11369973694668552,516,1,6290
2.0,0,5,0,0,1,2,26.4,0.604813,0.14160213899224297,829,0,4492
2.0,1,4,0,2,1,1,19.0667,0.470317,0.09429352894977147,636,0,6196
3.0,1,7,0,1,1,1,28.5333,0.662896,0.12110991211303215,864,0,7216
3.0,1,7,0,1,1,1,32.7333,0.755683,0.09154343356082566,809,0,6786
1.0,1,11,0,4,1,2,13.7333,0.323225,0.19154184986622255,542,0,4094
4.0,1,11,0,6,1,1,11.2348,0.2984219999999999,0.09223655780021264,509,0,5323
4.0,1,9,0,5,1,2,24.7667,0.585863,0.12045015109982811,658,0,7415
3.0,1,7,0,6,0,1,32.6333,0.750629,0.12274094250478328,860,1,5531
3.0,0,9,0,1,0,1,20.3,0.490537,0.12785314205903425,750,1,4274
3.0,1,9,0,1,1,2,23.2333,0.55305,0.1137025102142573,848,0,6869
4.0,1,11,0,2,0,1,16.8333,0.421713,0.09965167507877606,783,0,6852
1.0,1,2,0,6,1,1,18.7667,0.466538,0.13309797514787178,787,0,4579
1.0,0,1,0,5,0,2,6.6,0.162254,0.16637322749255828,990,0,959
4.0,0,12,0,3,1,2,15.4333,0.396454,0.05435743572473158,867,1,3750
4.0,0,10,0,0,1,1,13.6,0.356063,0.0863317056497779,720,0,3669
3.0,1,8,0,3,0,2,25.4333,0.603554,0.07279777049881697,540,0,4549
1.0,1,4,0,6,0,1,20.0,0.492425,0.15278256238378196,557,1,5169
2.0,0,4,0,5,1,1,20.4,0.497463,0.15588023808425092,911,1,4595
2.0,0,5,0,2,1,1,21.4,0.523363,0.1333895893566776,983,0,4864
1.0,1,7,0,6,0,1,29.8333,0.705196,0.12176467550417841,690,1,6031
1.0,1,3,0,0,1,2,17.4333,0.436229,0.09075558931557487,585,0,4378
3.0,1,8,0,0,1,1,28.2667,0.652779,0.0660875753875231,592,0,7713
2.0,0,6,0,2,0,1,27.7,0.643325,0.12012503053864444,495,0,4460
1.0,0,2,0,3,0,1,12.6609,0.324113,0.16412767169651632,686,1,1589
1.0,1,1,1,0,0,1,10.9217,0.252304,0.1877919848853646,989,0,1951
2.0,1,6,0,3,1,2,26.1333,0.597875,0.14496935635676766,777,0,4972
4.0,1,10,0,0,1,2,12.7273,0.309909,0.14428196011640784,846,0,1096
4.0,0,11,0,0,1,2,13.6667,0.323221,0.18000548035985967,532,0,3053
1.0,0,8,0,3,0,1,27.9,0.648996,0.085094202642068,675,0,5191
4.0,1,12,0,0,0,2,13.9,0.3592079999999999,0.09775099294565558,702,0,4649
4.0,0,10,0,6,0,1,12.7667,0.321329,0.1269082982864276,787,0,3331
2.0,1,5,1,5,0,1,28.5,0.6793,0.13667844553656572,506,0,6043
2.0,1,5,0,6,1,2,24.4667,0.576404,0.11127090001342373,779,0,5115
1.0,1,2,0,3,0,2,10.6333,0.264521,0.1265924904359982,769,0,2947
4.0,0,12,0,4,1,3,16.4,0.400246,0.16613670390845822,586,1,705
4.0,0,10,0,1,1,1,19.3667,0.472858,0.141034624310097,819,0,4456
1.0,1,2,0,3,0,1,5.1,0.101658,0.20964439638852267,644,0,1529
4.0,1,11,1,3,0,1,19.4,0.475383,0.1253249529736274,793,0,6269
3.0,0,7,0,1,1,1,29.7333,0.720958,0.07584985548264273,474,0,3840
3.0,0,7,0,6,0,1,29.3333,0.664158,0.1224181511755555,755,0,5336
3.0,0,7,0,4,1,2,32.6,0.826371,0.14826226275073545,788,0,3784
1.0,1,9,0,2,1,1,23.1,0.554292,0.07671306538258107,469,0,7767
2.0,0,4,0,0,0,2,17.0667,0.426737,0.11091840316700688,661,0,2895
4.0,0,11,0,5,1,1,16.3333,0.412246,0.06008026107185504,686,0,4205
3.0,1,7,0,5,0,1,34.4667,0.804913,0.12011811675458084,834,0,4840
1.0,0,7,0,3,1,1,31.0,0.690667,0.13034492194460165,654,0,4656
4.0,1,10,0,6,1,1,19.5,0.482942,0.06925696370457546,599,0,7058
2.0,0,6,0,1,0,1,29.0,0.678038,0.11541682448411335,841,0,4966
4.0,0,11,0,2,0,1,14.2667,0.357942,0.143856654538703,598,0,4067
4.0,0,12,0,2,1,1,11.0667,0.280933,0.12500570429059607,703,0,3403
1.0,1,12,0,3,1,3,9.7333,0.220333,0.18366116156699247,701,0,441
4.0,1,10,0,6,1,2,22.4667,0.53915,0.1768588249637979,598,0,5875
3.0,1,8,0,5,1,1,25.9667,0.601025,0.06287961461763958,964,0,7006
1.0,1,11,0,1,0,1,15.5667,0.393937,0.05143901185925485,901,0,6536
2.0,1,3,0,6,1,1,22.1667,0.531567,0.09352272738825405,750,0,6871
1.0,0,12,0,2,1,2,15.4333,0.393925,0.054852618508178616,628,0,3811
2.0,1,5,0,3,0,1,27.7,0.642696,0.1378453161954805,869,0,6536
1.0,1,2,0,1,1,2,16.3,0.410971,0.1548532544938252,944,0,3487
3.0,0,9,1,2,0,2,26.9333,0.625646,0.14414153947132782,887,1,3351
1.0,0,1,0,5,0,2,13.7667,0.363625,0.11845603197605405,755,0,985
4.0,1,10,0,0,1,2,17.8667,0.438112,0.1336965894724366,611,0,6392
4.0,0,11,0,6,1,1,16.0,0.4090789999999999,0.054842920973878606,864,0,4109
2.0,0,3,0,5,1,1,12.1,0.292908,0.1504086546592335,829,0,2425
2.0,0,3,0,0,1,2,11.4,0.270833,0.1573969012287615,861,0,1865
4.0,0,11,0,5,1,1,16.0333,0.397088,0.10446743846406037,675,0,4068
2.0,1,4,0,0,1,1,19.5667,0.476638,0.19622764442150206,585,1,5585
2.0,1,5,0,0,1,1,22.5667,0.537896,0.10592306819805537,813,0,6169
1.0,1,9,0,4,1,2,27.8667,0.655329,0.10844523815728938,598,1,6203
4.0,1,12,0,3,1,2,11.9,0.297338,0.11978961229346333,802,1,5319
3.0,1,6,0,1,0,1,29.7333,0.674254,0.11021556677531869,731,0,6891
1.0,1,5,0,1,1,1,26.2,0.6067,0.12500570429059607,706,0,6770
2.0,0,6,0,3,1,1,27.1333,0.621858,0.09622319985231355,912,0,4548
1.0,1,1,0,6,0,1,13.5,0.340258,0.13429700895233881,969,0,3425
2.0,0,6,0,0,1,1,30.2,0.703292,0.10737082967827064,840,0,4586
4.0,0,11,0,0,1,2,15.2,0.373721,0.13309797514787178,684,1,2933
3.0,0,6,0,4,1,1,29.7667,0.692558,0.10950958258435058,997,0,4648
1.0,1,12,0,0,0,2,14.5,0.369938,0.08262020271169071,491,0,3786
1.0,1,2,0,0,1,2,15.9667,0.398971,0.13218033270044546,547,0,3761
3.0,0,8,0,0,1,1,28.9333,0.666671,0.10915825926628837,905,0,4694
1.0,1,3,0,5,1,1,22.9,0.548617,0.0919451922563498,887,0,6312
2.0,0,4,0,3,1,2,16.5,0.417283,0.1601309130964356,694,1,2162
3.0,1,6,0,5,1,1,29.9667,0.675512,0.1243630523341318,772,0,6879
3.0,1,8,0,2,0,1,27.1333,0.618071,0.127541911506066,507,0,7865
4.0,0,11,1,1,0,1,12.9667,0.306817,0.18305836079399174,617,0,3368
4.0,1,11,0,1,0,1,11.1333,0.248742,0.20137264431259258,496,0,2277
3.0,1,6,0,0,0,1,29.2667,0.652792,0.12847661907660235,978,1,7458
2.0,1,5,0,2,1,1,25.1,0.590917,0.11979014529558303,476,0,6296
3.0,1,8,0,1,1,2,28.6333,0.667942,0.15536697848665812,733,0,5786
4.0,1,10,0,1,1,1,18.2333,0.450108,0.08304039752717741,492,1,7461
2.0,0,4,0,6,0,2,12.6,0.315637,0.1369745192270367,672,0,2252
1.0,0,12,0,1,0,1,10.9913,0.279961,0.1155489630324877,989,0,754
2.0,1,5,0,1,1,1,20.2333,0.4917829999999999,0.18286043005022506,550,0,6572
1.0,0,12,0,4,1,1,11.9652,0.279974,0.17614572063490347,840,0,2302
3.0,0,9,0,1,0,1,26.1333,0.609229,0.09194012062696127,1005,0,5046
1.0,1,2,0,2,0,1,11.6333,0.255675,0.21262441780942437,669,0,2732
4.0,0,10,0,6,0,1,16.8667,0.422333,0.08179596906020288,607,0,4381
4.0,1,9,0,0,0,1,21.0667,0.517663,0.10410662791165336,952,0,6889
2.0,0,5,0,2,1,1,28.3333,0.654688,0.1381506296609912,720,0,4677
3.0,0,7,0,6,0,1,27.4667,0.638263,0.12910342099778427,731,0,5923
3.0,1,9,0,1,1,1,23.3333,0.565654,0.16329389491053475,748,0,7525
3.0,0,9,0,6,1,2,26.0,0.578946,0.09775099294565558,1002,0,3544
3.0,0,8,0,5,1,1,25.4667,0.607958,0.11812173707361841,587,0,4634
1.0,0,12,0,6,1,1,14.9333,0.377513,0.16913574381128052,762,0,2209
3.0,0,7,1,1,0,2,29.0667,0.665417,0.06925401277624531,749,0,6043
1.0,0,12,0,3,1,2,13.0,0.327633,0.13279746871610967,517,0,1162
2.0,1,4,0,6,0,1,24.2667,0.573875,0.14960733635325058,554,0,7132
1.0,0,3,0,3,0,2,15.0609,0.366252,0.19191002857814407,667,0,605
4.0,1,11,0,5,1,1,11.8667,0.2897619999999999,0.1432972495702895,935,1,5260
3.0,0,7,0,5,1,2,28.3667,0.6704829999999999,0.14960733635325058,1015,0,4040
4.0,1,10,0,0,1,3,23.6333,0.542333,0.08509947873647017,499,0,4639
3.0,0,9,0,2,1,1,25.7739,0.60213,0.0745288303156316,532,0,4713
2.0,1,4,0,1,1,1,24.3333,0.598487,0.1689092016709186,633,0,6691
2.0,1,5,0,0,1,2,24.8667,0.584612,0.0834595979691116,873,0,5260
1.0,0,3,0,5,1,1,11.7,0.3024,0.09545125161604942,924,0,2133
3.0,0,8,0,4,0,1,28.2824,0.6479590000000001,0.17977143250532374,615,0,4334
1.0,0,3,0,2,0,1,13.1667,0.32575,0.14771908655762594,580,0,2132
2.0,1,4,0,6,0,1,18.3333,0.450121,0.09311145509793925,869,0,6304
4.0,1,10,0,4,0,1,15.7333,0.391396,0.11056511374482708,632,0,7109
1.0,1,12,0,5,1,2,13.0667,0.301767,0.20070344971273726,881,0,3623
3.0,0,8,0,6,1,1,25.5667,0.594704,0.09813580706786977,576,1,5204
3.0,0,8,0,5,1,1,27.6667,0.638254,0.17005056746349106,990,0,4758
1.0,0,3,0,4,1,1,10.4696,0.238461,0.1913353531220501,981,1,1872
1.0,1,12,1,2,0,2,11.6522,0.294465,0.12284385808542485,699,0,1013
2.0,0,4,0,2,1,2,20.1,0.493054,0.16936769747183808,813,0,2034
1.0,0,1,0,3,1,1,6.6,0.150883,0.17854494730976936,572,1,1406
1.0,1,2,0,1,1,1,12.5333,0.309346,0.12785970304268815,860,0,4151
4.0,0,12,0,5,1,1,10.6333,0.256938,0.15587818924822536,573,0,3322
1.0,1,12,0,4,1,1,11.8333,0.294188,0.12563889675214424,676,0,5532
3.0,0,9,0,0,0,1,26.4,0.607962,0.11473404146979564,560,0,5345
1.0,0,7,0,0,0,2,28.6667,0.668575,0.15120288298073625,722,0,4649
3.0,0,8,0,6,1,1,31.3333,0.707071,0.14103278679436582,617,0,4845
4.0,0,9,0,5,1,1,24.6667,0.574512,0.12499901372548763,920,0,4839
3.0,1,8,0,2,0,1,31.7333,0.751267,0.162809010029233,606,0,6824
4.0,0,9,0,0,0,2,24.2667,0.564412,0.06701241192394322,968,0,5423
1.0,1,3,0,6,1,1,21.1,0.524604,0.2171870778669655,870,0,5382
1.0,0,12,0,0,0,1,12.1,0.299242,0.1336985273140465,803,0,1011
2.0,0,4,0,4,1,1,17.5,0.433696,0.1194561169079618,929,0,3141
1.0,0,12,0,5,1,1,9.9333,0.263892,0.09468073578655484,728,0,2423
1.0,0,1,0,0,1,2,7.2333,0.18625,0.13218278114557255,901,0,1501
2.0,0,4,0,3,1,2,24.8,0.575142,0.18225559880285547,849,1,3872
4.0,0,11,0,4,1,1,20.1391,0.490122,0.10827365854303582,637,0,3867
1.0,1,2,0,5,1,1,14.3667,0.353525,0.13519859487902464,595,0,4363
2.0,1,5,0,1,1,2,22.4,0.537242,0.10336127932344424,908,1,6421
1.0,1,3,0,1,0,2,16.5667,0.413492,0.11879603015502617,642,0,4066
1.0,1,2,0,1,1,2,11.2333,0.293558,0.09312467657792481,764,0,3831
3.0,0,7,0,2,1,1,31.7667,0.739275,0.13843747549685212,670,0,4258
1.0,1,2,0,3,0,2,11.2,0.265788,0.16111455280433465,838,0,2689
2.0,1,5,0,6,1,2,24.6,0.580825,0.09390229990960221,576,0,6073
1.0,1,1,0,4,1,2,8.7,0.220958,0.13960117761511162,584,0,3163
2.0,1,5,0,3,0,1,22.5667,0.544817,0.09698607314470067,813,0,7429
1.0,1,1,0,5,0,1,15.7333,0.390779,0.12596086166378961,827,0,4521
2.0,1,5,0,1,1,1,23.7333,0.572613,0.15146497932313646,882,0,7384
2.0,1,4,0,5,0,1,22.8,0.542921,0.17251163856549026,524,0,6624
1.0,0,1,0,3,1,2,10.4667,0.25505,0.13638553951644078,992,0,1927
1.0,1,3,0,6,1,1,22.3,0.532825,0.1126679819185026,624,0,6192
1.0,0,2,0,0,1,2,11.8261,0.289191,0.16008300605760029,759,0,1807
3.0,1,8,0,0,1,1,30.2333,0.699508,0.11610096014198783,1006,1,7286
1.0,0,3,0,1,1,2,12.6609,0.305,0.15293954035876897,487,1,1977
3.0,1,7,0,1,1,1,31.2333,0.70265,0.09888513246668061,790,0,6660
2.0,0,4,0,3,1,1,23.8,0.564392,0.15664088797370462,750,1,3944
1.0,0,8,0,0,1,1,26.2667,0.611121,0.07058374342826783,628,0,5058
2.0,1,4,0,4,1,1,17.7,0.4318079999999999,0.11575708386953575,965,0,6398
1.0,0,2,0,4,1,2,16.2909,0.400118,0.17466253673272544,471,1,1446
2.0,0,5,0,0,1,1,31.0,0.725383,0.08956218247469558,843,0,3982
1.0,0,2,0,5,1,2,7.687,0.23453,0.0477488608642217,914,0,1360
2.0,0,6,0,1,0,1,27.8667,0.643954,0.09467824052090587,617,0,5119
2.0,1,5,0,1,1,1,27.2,0.631329,0.13608820383315776,986,0,7338
4.0,1,11,0,3,1,1,12.5333,0.3390039999999999,0.042403491989447,1025,0,5087
4.0,1,11,0,4,1,2,14.9667,0.380667,0.07014852482471566,796,0,5634
2.0,1,3,0,0,1,2,14.8,0.375621,0.10592831204031647,1016,0,5459
2.0,1,5,0,4,0,1,24.8333,0.583967,0.16160632041475845,783,0,7129
2.0,0,4,0,5,1,2,12.0,0.283454,0.16329196700316065,699,1,2227
3.0,0,9,0,0,0,2,19.6667,0.478512,0.1333934734736932,939,1,4511
4.0,0,11,0,3,0,1,17.6333,0.43055,0.1718452367140654,829,0,3717
2.0,0,5,0,1,1,1,26.4333,0.615542,0.115078010024797,702,0,4978
4.0,1,11,0,2,0,1,9.8333,0.257583,0.11301210418163167,728,0,2424
3.0,1,8,0,1,1,1,28.9333,0.2424,0.15225986382624723,887,0,7148
2.0,1,6,0,0,0,1,23.3333,0.566288,0.131873943754321,743,0,8120
1.0,1,3,0,0,1,2,14.1333,0.359842,0.10986296928084634,867,0,3194
2.0,1,5,0,6,1,1,28.9,0.672992,0.1766405093434693,598,1,5743
4.0,1,10,0,1,1,2,14.3,0.3611,0.12176467550417841,747,0,5566
4.0,0,10,0,1,1,2,22.6667,0.546096,0.10880100478124989,800,0,4563
1.0,0,1,0,0,1,1,7.8546,0.189405,0.15921384982065417,829,0,1349
1.0,0,2,0,1,1,1,20.8667,0.511983,0.16566524299962104,681,0,2927
4.0,1,11,0,1,0,2,13.7333,0.323846,0.16776419884965044,827,0,5138
1.0,0,11,0,2,0,1,13.1667,0.3244829999999999,0.14933451833587488,1003,0,3663
4.0,1,11,0,4,1,1,11.2333,0.281567,0.12532289884128728,677,0,5686
1.0,0,5,0,5,0,1,24.1667,0.5745,0.11161754758123989,703,0,4660
3.0,0,7,0,6,0,1,32.1667,0.728537,0.12274512320672291,637,0,4475
1.0,1,3,0,3,1,1,18.6667,0.459592,0.14188591727249666,497,0,5298
1.0,0,1,0,2,1,1,6.9091,0.160473,0.17976076665418775,889,0,1162
3.0,1,8,0,4,1,2,25.4333,0.595967,0.10114596211575459,611,0,6530
4.0,0,12,0,6,1,1,11.6333,0.317542,0.07014257940978011,875,0,3620
2.0,1,6,0,0,0,1,28.4333,0.648367,0.10951186135731011,593,0,7498
3.0,0,9,0,5,1,3,25.3565,0.555361,0.13487757540326437,684,1,1842
1.0,1,3,0,1,0,1,11.5,0.277767,0.14987442356317848,994,1,4118
3.0,1,8,0,6,1,1,28.2667,0.654037,0.12338859071080542,501,0,7347
1.0,1,1,0,6,0,1,11.3,0.272721,0.1558749110404971,836,0,3243
3.0,0,8,0,6,1,1,28.0333,0.645837,0.1543407347516296,1019,0,4725
4.0,1,12,0,6,0,2,15.2667,0.3895079999999999,0.08304573540699908,620,0,5582
1.0,0,2,0,1,1,1,7.5636,0.213509,0.0877665255816478,946,0,1746
1.0,1,2,0,0,1,2,12.6667,0.330162,0.07627764196843945,632,0,3005
1.0,0,12,1,2,0,1,12.8696,0.315535,0.15563495812117584,465,0,1317
3.0,1,7,1,2,0,1,31.5667,0.732337,0.10410191380980673,702,0,7403
1.0,1,1,0,2,1,1,11.7667,0.294821,0.11879173793599974,465,0,4270
4.0,1,10,0,2,1,1,17.4,0.431167,0.129415802316396,725,0,7570
3.0,1,7,0,3,1,1,30.8,0.714642,0.1211120254578304,602,0,6591
3.0,1,7,0,4,1,1,31.2667,0.734217,0.11439427446422884,948,0,6904
4.0,0,9,0,6,1,2,24.3667,0.522125,0.06700032030925761,612,0,2395
3.0,1,9,0,2,1,2,24.9333,0.565067,0.19605502324459223,795,0,4073
2.0,0,4,0,2,1,2,20.2333,0.4892579999999999,0.11711930331986985,707,0,3204
3.0,1,9,1,1,0,1,28.3,0.661629,0.11335769069240303,469,0,6034
1.0,0,3,0,1,1,2,10.4667,0.255679,0.13987758882436205,932,1,1944
3.0,1,6,0,2,1,1,28.6333,0.654042,0.17833674910465905,932,1,6779
4.0,1,9,0,4,1,2,26.0,0.607975,0.10374324038016408,472,0,7393
2.0,0,6,0,6,1,2,25.1333,0.595346,0.1413177627020456,462,0,3767
3.0,0,9,0,6,1,2,18.7667,0.461475,0.12045227375961944,467,0,4760
1.0,0,3,0,4,1,1,10.5739,0.2575739999999999,0.1439205145355738,870,0,2028
3.0,1,8,0,2,0,2,26.4667,0.618696,0.15764801615375565,477,0,6053
1.0,1,12,0,6,0,2,11.9333,0.316904,0.05290037150708006,602,0,5191
4.0,0,12,0,0,0,1,11.9667,0.310604,0.07927244000525986,473,0,3614
1.0,0,2,0,6,1,2,5.3913,0.144283,0.13298700349324163,474,0,1605
1.0,1,6,0,6,1,2,26.1667,0.607962,0.15485160190061392,853,1,4127
2.0,1,4,0,6,0,3,15.8667,0.389504,0.19228214347801237,603,0,1027
1.0,1,1,0,1,1,1,15.6,0.381317,0.16448474632836194,963,0,4509
3.0,0,7,0,4,1,1,27.2333,0.635104,0.15612748979979635,711,1,5084
4.0,0,9,0,1,0,2,25.3667,0.572637,0.04545796869458578,1030,0,5010
2.0,1,5,0,3,0,2,24.8667,0.584608,0.11439427446422884,1007,0,6883
4.0,0,10,0,2,1,1,21.5333,0.527138,0.12722950520162982,935,0,4826
1.0,1,12,0,1,1,2,9.2522,0.2589,0.06617078113216258,1030,1,920
3.0,0,7,0,2,1,1,29.8667,0.696338,0.09889790688295906,874,0,4665
3.0,1,8,0,3,0,2,26.1333,0.595996,0.15120288298073625,644,0,5255
2.0,1,4,0,4,1,1,21.0667,0.515775,0.11266128156132245,507,0,7290
3.0,1,7,0,2,1,1,28.9667,0.654054,0.12077933530287586,789,1,8173
3.0,0,8,0,2,1,2,27.4,0.633221,0.1066497444592705,687,0,4153
1.0,0,10,0,4,1,1,20.4333,0.504404,0.021371159992786968,991,0,4985
1.0,1,12,0,0,0,1,9.8333,0.259471,0.10299799843794931,490,0,1787
2.0,0,4,0,2,1,2,16.5667,0.39835,0.20432443966977598,626,0,1795
1.0,0,2,0,1,1,2,14.5739,0.350461,0.19286832758266623,493,0,1461
4.0,1,9,0,0,0,1,21.1667,0.518933,0.1487992817819898,888,0,7907
1.0,1,1,0,4,1,1,13.3667,0.340267,0.12241605623822253,559,0,4098
2.0,0,6,0,2,0,2,27.9667,0.645846,0.0834595979691116,1019,0,4744
3.0,0,8,0,3,0,2,28.6667,0.676154,0.1509440836129039,711,0,4294
2.0,0,6,0,1,0,1,25.4,0.594696,0.12910342099778427,624,0,5342
2.0,1,5,0,4,0,2,22.5,0.546737,0.11266574849811277,527,0,6359
4.0,1,11,0,0,1,1,14.2,0.356042,0.16613670390845822,578,0,5847
2.0,0,6,0,0,1,1,25.9667,0.600383,0.10879356533612199,659,1,4844
1.0,1,1,0,1,1,1,13.7,0.349108,0.09737572409499985,866,0,4339
4.0,0,11,0,1,1,1,10.9667,0.272721,0.12274303287045629,673,0,3392
4.0,0,11,0,5,1,2,18.3333,0.451375,0.16305421002011056,767,0,2914
2.0,0,5,0,3,1,1,19.1667,0.474117,0.15094237925314427,695,0,4608
2.0,1,5,0,2,1,1,22.5667,0.551121,0.1051983591365652,550,0,7639
2.0,0,4,0,1,1,2,23.8261,0.565217,0.1861772863765527,799,0,3348
2.0,1,3,0,1,0,2,16.9667,0.4217079999999999,0.1601309130964356,538,0,6235
3.0,1,7,0,6,0,1,28.8667,0.667933,0.12371343331939,523,0,6597
1.0,0,12,0,4,1,2,17.1333,0.428017,0.14799182953654919,942,0,2660
2.0,0,6,0,3,1,2,25.4,0.595346,0.11575927311692553,1018,0,4010
1.0,0,3,0,5,1,1,10.6667,0.263879,0.14580488893278334,971,0,1851
2.0,0,6,0,4,1,1,28.3,0.65595,0.13248410636489077,464,1,4833
4.0,0,11,0,1,1,2,16.1333,0.403392,0.16822725969850236,769,0,4046
4.0,0,10,0,5,0,3,10.1667,0.227913,0.19427504464978032,936,0,627
1.0,1,12,0,1,1,2,8.6333,0.223487,0.11541463035544602,585,0,2729
1.0,1,3,0,5,1,1,16.1667,0.3851,0.19264520957384698,490,0,4916
3.0,0,6,0,3,1,2,27.3,0.637004,0.08714057104431451,819,0,4708
3.0,0,7,0,0,0,1,32.2333,0.729796,0.12078621872832258,724,0,4302
